"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSPFOG00000018344",3646.52427784653,0.425554310757017,0.117271824778533,3.62878561462373,0.00028475758935365,0.0172854734967245
"ENSPFOG00000018697",3399.75924804401,-0.787499682089269,0.245650226433317,-3.20577633297253,0.0013469864432611,0.0415353903559156
"ENSPFOG00000008174",274.881180695045,-3.20351208749255,0.853601564191296,-3.75293605574348,0.000174775448693024,0.0126404570419224
"ENSPFOG00000015729",5554.62918172442,0.237508487027278,0.0661974108572821,3.58788182122913,0.000333375323731967,0.0187857942024206
"ENSPFOG00000015658",6447.57211854378,0.299247003943673,0.091086154014167,3.28531824822826,0.00101867240114289,0.0355170109346933
"ENSPFOG00000015707",5630.98260901057,0.244609094656193,0.0732570473964858,3.33905205505085,0.000840648096993783,0.0317526988013561
"ENSPFOG00000017462",153.679987921469,-2.45680839552473,0.622780611835465,-3.94490186244559,7.98326668409384e-05,0.00762997688629161
"ENSPFOG00000018396",12492.3956006024,0.135798426164129,0.0420188789650862,3.23184315024123,0.00122994548073883,0.0392422227911201
"ENSPFOG00000018722",358.641248422651,0.765770617619817,0.239714672270791,3.19450874811189,0.00140069039975252,0.0422330008793137
"ENSPFOG00000018732",2220.59004866145,0.639259431248609,0.156586428499914,4.08247022026534,4.45595233661381e-05,0.00522660027829869
"ENSPFOG00000018916",106.418671072697,-4.24013869710492,1.31301594321094,-3.2293124230737,0.00124088253728144,0.0395290242488462
"ENSPFOG00000019156",236.307342929754,-1.76371915923566,0.479528005088437,-3.67803160716418,0.000235040839228332,0.0149045272175666
"ENSPFOG00000019375",124.507423195307,-2.97368439560596,0.740780954679809,-4.01425600485543,5.96335952127497e-05,0.00633552311024669
"ENSPFOG00000013899",53.9807971119298,-1.71206201998407,0.499042196059445,-3.43069590808737,0.000602035076110014,0.0262338733835965
"ENSPFOG00000017631",332.400172377602,-1.03366290838239,0.324335678502337,-3.18701572751869,0.0014374895802047,0.042785700699398
"ENSPFOG00000017883",1079.87086691574,0.484203059910545,0.149593658218895,3.23678868259261,0.00120882890192099,0.0388125887306656
"ENSPFOG00000018477",887.487678160495,0.291931846171477,0.0812479310981349,3.59309883003505,0.000326768577821366,0.0187310394947773
"ENSPFOG00000018740",830.779713450421,-0.390833144155464,0.10417598262833,-3.75166266057547,0.000175665724710335,0.0126404570419224
"ENSPFOG00000002316",4852.41614292588,0.291423301720444,0.0930965455992903,3.13033421212855,0.0017460752649767,0.0482716066442877
"ENSPFOG00000003230",901.553951192942,-0.465390377736559,0.133561108079751,-3.48447526699665,0.00049310303339738,0.0231038661170856
"ENSPFOG00000006814",6454.71946918413,0.337083216861082,0.0970071152321357,3.47482982103374,0.000511177530678107,0.0236282789351256
"ENSPFOG00000006918",1501.3913973222,-0.86570220517944,0.214758363766788,-4.03105234178227,5.5527674943228e-05,0.00612373684754339
"ENSPFOG00000013830",6741.43144115795,-0.629354154109304,0.188300137524142,-3.34229258875934,0.000830894261108893,0.0315149651334984
"ENSPFOG00000015292",55.137093710777,-1.81050716874835,0.53013333591608,-3.41519207732855,0.000637370487029212,0.0269849660668872
"ENSPFOG00000017457",410.506641215172,-0.572336486508845,0.181087114949931,-3.16055886509148,0.00157466783214255,0.0451315814263229
"ENSPFOG00000019652",1111.23108632408,0.383299887050933,0.0883254396562237,4.33963180418683,1.4272164420537e-05,0.00278471885020709
"ENSPFOG00000019679",52.5678972336299,1.22045529017023,0.315387114348721,3.86970562412003,0.000108966844613109,0.00940917111016686
"ENSPFOG00000019728",97923.7766092709,0.630932075955136,0.161528887699983,3.90600148951067,9.3835933276798e-05,0.00842530423917162
"ENSPFOG00000019797",2279.0554524948,-0.634815338526098,0.180141994190121,-3.5239719721106,0.000425129215989395,0.0212324298053892
"ENSPFOG00000019815",8108.86524465024,-0.242175988612814,0.0693854334415556,-3.49030014803903,0.000482478330284907,0.0228215624199098
"ENSPFOG00000019850",6707.89412253696,-0.473000294429697,0.104352476563323,-4.53271747836931,5.82296741606032e-06,0.00156570666443207
"ENSPFOG00000019851",6513.74000986591,-0.472117954020989,0.104239598147332,-4.5291613015785,5.92182790471792e-06,0.00156570666443207
